timestamp,hour,weekday,is_weekend,month,season_dry,season_rainy,season_harmattan,temperature,is_rain_day,holiday_type_national,holiday_type_religious,is_lockdown,load_kw
2020-01-07 08:00:00,8,1,0,1,False,False,True,36.4,0,0,0,0,88399.93819605377
2020-01-07 09:00:00,9,1,0,1,False,False,True,36.4,0,0,0,0,90680.63424290251
2020-01-07 10:00:00,10,1,0,1,False,False,True,36.4,0,0,0,0,90832.6811832467
2020-01-07 11:00:00,11,1,0,1,False,False,True,36.4,0,0,0,0,88314.12145493408
2020-01-07 12:00:00,12,1,0,1,False,False,True,36.4,0,0,0,0,121264.43627786191
2020-01-07 13:00:00,13,1,0,1,False,False,True,36.4,0,0,0,0,117784.58230227948
2020-01-07 14:00:00,14,1,0,1,False,False,True,36.4,0,0,0,0,113621.7412569934
2020-01-07 15:00:00,15,1,0,1,False,False,True,36.4,0,0,0,0,118241.38402158458
2020-01-07 16:00:00,16,1,0,1,False,False,True,36.4,0,0,0,0,114163.29582443171
2020-01-07 17:00:00,17,1,0,1,False,False,True,36.4,0,0,0,0,118567.71150935614
2020-01-07 18:00:00,18,1,0,1,False,False,True,36.4,0,0,0,0,140696.48894751852
2020-01-07 19:00:00,19,1,0,1,False,False,True,25.2,0,0,0,0,125348.29420412073
2020-01-07 20:00:00,20,1,0,1,False,False,True,25.2,0,0,0,0,129808.4403231108
2020-01-07 21:00:00,21,1,0,1,False,False,True,25.2,0,0,0,0,128431.95231734125
2020-01-07 22:00:00,22,1,0,1,False,False,True,25.2,0,0,0,0,75555.15039998622
2020-01-07 23:00:00,23,1,0,1,False,False,True,25.2,0,0,0,0,78241.98245663487
2020-01-08 00:00:00,0,2,0,1,False,False,True,25.2,0,0,0,0,58186.52970999282
2020-01-08 01:00:00,1,2,0,1,False,False,True,25.2,0,0,0,0,56915.659589106275
2020-01-08 02:00:00,2,2,0,1,False,False,True,25.2,0,0,0,0,56576.213925936194
2020-01-08 03:00:00,3,2,0,1,False,False,True,25.2,0,0,0,0,56760.4742875864
2020-01-08 04:00:00,4,2,0,1,False,False,True,25.2,0,0,0,0,58607.24572646474
2020-01-08 05:00:00,5,2,0,1,False,False,True,25.2,0,0,0,0,59652.87993704161
2020-01-08 06:00:00,6,2,0,1,False,False,True,36.4,0,0,0,0,90791.72699832504
2020-01-08 07:00:00,7,2,0,1,False,False,True,36.4,0,0,0,0,92167.95812259006
2020-01-08 08:00:00,8,2,0,1,False,False,True,36.4,0,0,0,0,90132.50472969477
2020-01-08 09:00:00,9,2,0,1,False,False,True,36.4,0,0,0,0,93733.8351928933
2020-01-08 10:00:00,10,2,0,1,False,False,True,36.4,0,0,0,0,89438.35791690511
2020-01-08 11:00:00,11,2,0,1,False,False,True,36.4,0,0,0,0,96900.42291647405
2020-01-08 12:00:00,12,2,0,1,False,False,True,36.4,0,0,0,0,118164.16836941252
2020-01-08 13:00:00,13,2,0,1,False,False,True,36.4,0,0,0,0,114457.10610895931
2020-01-08 14:00:00,14,2,0,1,False,False,True,36.4,0,0,0,0,113922.76875484723
2020-01-08 15:00:00,15,2,0,1,False,False,True,36.4,0,0,0,0,117806.18103810798
2020-01-08 16:00:00,16,2,0,1,False,False,True,36.4,0,0,0,0,116041.34303668539
2020-01-08 17:00:00,17,2,0,1,False,False,True,36.4,0,0,0,0,118385.00123523024
2020-01-08 18:00:00,18,2,0,1,False,False,True,36.4,0,0,0,0,138983.09406143386
2020-01-08 19:00:00,19,2,0,1,False,False,True,25.2,0,0,0,0,127217.92771835782
2020-01-08 20:00:00,20,2,0,1,False,False,True,25.2,0,0,0,0,125283.01570482898
2020-01-08 21:00:00,21,2,0,1,False,False,True,25.2,0,0,0,0,123612.88193828534
2020-01-08 22:00:00,22,2,0,1,False,False,True,25.2,0,0,0,0,72383.71261983244
2020-01-08 23:00:00,23,2,0,1,False,False,True,25.2,0,0,0,0,75640.99698580868
2020-01-09 00:00:00,0,3,0,1,False,False,True,25.2,0,0,0,0,59335.23436032551
2020-01-09 01:00:00,1,3,0,1,False,False,True,25.2,0,0,0,0,55685.65305322003
2020-01-09 02:00:00,2,3,0,1,False,False,True,25.2,0,0,0,0,59232.95231462795
2020-01-09 03:00:00,3,3,0,1,False,False,True,25.2,0,0,0,0,59763.29344932209
2020-01-09 04:00:00,4,3,0,1,False,False,True,25.2,0,0,0,0,56590.356409497166
2020-01-09 05:00:00,5,3,0,1,False,False,True,25.2,0,0,0,0,59184.31276486382
2020-01-09 06:00:00,6,3,0,1,False,False,True,36.4,0,0,0,0,90245.521796115
2020-01-09 07:00:00,7,3,0,1,False,False,True,36.4,0,0,0,0,87242.57425542345
2020-01-09 08:00:00,8,3,0,1,False,False,True,36.4,0,0,0,0,90994.46840087071
2020-01-09 09:00:00,9,3,0,1,False,False,True,36.4,0,0,0,0,91501.96131592059
2020-01-09 10:00:00,10,3,0,1,False,False,True,36.4,0,0,0,0,92807.62810793819
2020-01-09 11:00:00,11,3,0,1,False,False,True,36.4,0,0,0,0,92734.50513008726
2020-01-09 12:00:00,12,3,0,1,False,False,True,36.4,0,0,0,0,113155.82658010728
2020-01-09 13:00:00,13,3,0,1,False,False,True,36.4,0,0,0,0,114255.4374002122
2020-01-09 14:00:00,14,3,0,1,False,False,True,36.4,0,0,0,0,117887.58816802167
2020-01-09 15:00:00,15,3,0,1,False,False,True,36.4,0,0,0,0,117884.46487728054
2020-01-09 16:00:00,16,3,0,1,False,False,True,36.4,0,0,0,0,117887.61921576514
2020-01-09 17:00:00,17,3,0,1,False,False,True,36.4,0,0,0,0,126231.82872663681
2020-01-09 18:00:00,18,3,0,1,False,False,True,36.4,0,0,0,0,139227.22627673292
2020-01-09 19:00:00,19,3,0,1,False,False,True,25.2,0,0,0,0,130238.9141004515
2020-01-09 20:00:00,20,3,0,1,False,False,True,25.2,0,0,0,0,129785.004408733
2020-01-09 21:00:00,21,3,0,1,False,False,True,25.2,0,0,0,0,129028.4781282645
2020-01-09 22:00:00,22,3,0,1,False,False,True,25.2,0,0,0,0,72711.82688839914
2020-01-09 23:00:00,23,3,0,1,False,False,True,25.2,0,0,0,0,75397.42305123317
2020-01-10 00:00:00,0,4,0,1,False,False,True,25.2,0,0,0,0,56867.93696365607
2020-01-10 01:00:00,1,4,0,1,False,False,True,25.2,0,0,0,0,58207.95348314998
2020-01-10 02:00:00,2,4,0,1,False,False,True,25.2,0,0,0,0,57586.591130427245
2020-01-10 03:00:00,3,4,0,1,False,False,True,25.2,0,0,0,0,59004.685348465806
2020-01-10 04:00:00,4,4,0,1,False,False,True,25.2,0,0,0,0,64586.64641668377
2020-01-10 05:00:00,5,4,0,1,False,False,True,25.2,0,0,0,0,54131.83701852063
2020-01-10 06:00:00,6,4,0,1,False,False,True,36.4,0,0,0,0,91815.65047593629
2020-01-10 07:00:00,7,4,0,1,False,False,True,36.4,0,0,0,0,86068.21032202587
2020-01-10 08:00:00,8,4,0,1,False,False,True,36.4,0,0,0,0,88920.17033552642
2020-01-10 09:00:00,9,4,0,1,False,False,True,36.4,0,0,0,0,92822.37649241842
2020-01-10 10:00:00,10,4,0,1,False,False,True,36.4,0,0,0,0,90260.70004773866
2020-01-10 11:00:00,11,4,0,1,False,False,True,36.4,0,0,0,0,87405.63805517674
2020-01-10 12:00:00,12,4,0,1,False,False,True,36.4,0,0,0,0,114811.7407268501
2020-01-10 13:00:00,13,4,0,1,False,False,True,36.4,0,0,0,0,118298.9943723367
2020-01-10 14:00:00,14,4,0,1,False,False,True,36.4,0,0,0,0,114774.08342070717
2020-01-10 15:00:00,15,4,0,1,False,False,True,36.4,0,0,0,0,117141.14647395496
2020-01-10 16:00:00,16,4,0,1,False,False,True,36.4,0,0,0,0,116713.92959975955
2020-01-10 17:00:00,17,4,0,1,False,False,True,36.4,0,0,0,0,114970.99913098547
2020-01-10 18:00:00,18,4,0,1,False,False,True,36.4,0,0,0,0,143159.86022331333
2020-01-10 19:00:00,19,4,0,1,False,False,True,25.2,0,0,0,0,128984.79755579503
2020-01-10 20:00:00,20,4,0,1,False,False,True,25.2,0,0,0,0,122337.14353335598
2020-01-10 21:00:00,21,4,0,1,False,False,True,25.2,0,0,0,0,127866.13578692357
2020-01-10 22:00:00,22,4,0,1,False,False,True,25.2,0,0,0,0,71845.53383807903
2020-01-10 23:00:00,23,4,0,1,False,False,True,25.2,0,0,0,0,75631.08333699056
2020-01-11 00:00:00,0,5,1,1,False,False,True,25.2,0,0,0,0,47998.698153918245
2020-01-11 01:00:00,1,5,1,1,False,False,True,25.2,0,0,0,0,49693.15889633275
2020-01-11 02:00:00,2,5,1,1,False,False,True,25.2,0,0,0,0,51242.46819745114
2020-01-11 03:00:00,3,5,1,1,False,False,True,25.2,0,0,0,0,52144.3879854253
2020-01-11 04:00:00,4,5,1,1,False,False,True,25.2,0,0,0,0,46979.25898236056
2020-01-11 05:00:00,5,5,1,1,False,False,True,25.2,0,0,0,0,49143.74691039763
2020-01-11 06:00:00,6,5,1,1,False,False,True,36.4,0,0,0,0,75397.63672209761
2020-01-11 07:00:00,7,5,1,1,False,False,True,36.4,0,0,0,0,74951.67691856572
2020-01-11 08:00:00,8,5,1,1,False,False,True,36.4,0,0,0,0,80998.63560070275
2020-01-11 09:00:00,9,5,1,1,False,False,True,36.4,0,0,0,0,77597.45427740239
2020-01-11 10:00:00,10,5,1,1,False,False,True,36.4,0,0,0,0,73432.79011416239
2020-01-11 11:00:00,11,5,1,1,False,False,True,36.4,0,0,0,0,78879.65486763694
2020-01-11 12:00:00,12,5,1,1,False,False,True,36.4,0,0,0,0,104415.3904925316
2020-01-11 13:00:00,13,5,1,1,False,False,True,36.4,0,0,0,0,101691.16315137788
2020-01-11 14:00:00,14,5,1,1,False,False,True,36.4,0,0,0,0,95311.57508511498
2020-01-11 15:00:00,15,5,1,1,False,False,True,36.4,0,0,0,0,97899.41481783439
2020-01-11 16:00:00,16,5,1,1,False,False,True,36.4,0,0,0,0,102277.27787296657
2020-01-11 17:00:00,17,5,1,1,False,False,True,36.4,0,0,0,0,97340.82633595307
2020-01-11 18:00:00,18,5,1,1,False,False,True,36.4,0,0,0,0,118239.54857036557
2020-01-11 19:00:00,19,5,1,1,False,False,True,25.2,0,0,0,0,110226.58513357335
2020-01-11 20:00:00,20,5,1,1,False,False,True,25.2,0,0,0,0,105972.67382105479
2020-01-11 21:00:00,21,5,1,1,False,False,True,25.2,0,0,0,0,108141.1866098455
2020-01-11 22:00:00,22,5,1,1,False,False,True,25.2,0,0,0,0,54371.83164982732
2020-01-11 23:00:00,23,5,1,1,False,False,True,25.2,0,0,0,0,59914.03089666428
2020-01-12 00:00:00,0,6,1,1,False,False,True,25.2,0,0,0,0,49348.5796215171
2020-01-12 01:00:00,1,6,1,1,False,False,True,25.2,0,0,0,0,46860.542045087874
2020-01-12 02:00:00,2,6,1,1,False,False,True,25.2,0,0,0,0,54061.02825982909
2020-01-12 03:00:00,3,6,1,1,False,False,True,25.2,0,0,0,0,46404.64655509842
2020-01-12 04:00:00,4,6,1,1,False,False,True,25.2,0,0,0,0,48879.88878325754
2020-01-12 05:00:00,5,6,1,1,False,False,True,25.2,0,0,0,0,50306.85144321523
2020-01-12 06:00:00,6,6,1,1,False,False,True,36.4,0,0,0,0,80188.18322266529
2020-01-12 07:00:00,7,6,1,1,False,False,True,36.4,0,0,0,0,72995.3446220514
2020-01-12 08:00:00,8,6,1,1,False,False,True,36.4,0,0,0,0,79492.9093803874
2020-01-12 09:00:00,9,6,1,1,False,False,True,36.4,0,0,0,0,76610.58265254897
2020-01-12 10:00:00,10,6,1,1,False,False,True,36.4,0,0,0,0,74131.22837238012
2020-01-12 11:00:00,11,6,1,1,False,False,True,36.4,0,0,0,0,77740.25868565818
2020-01-12 12:00:00,12,6,1,1,False,False,True,36.4,0,0,0,0,99607.64923893369
2020-01-12 13:00:00,13,6,1,1,False,False,True,36.4,0,0,0,0,97609.45780710303
2020-01-12 14:00:00,14,6,1,1,False,False,True,36.4,0,0,0,0,99284.50521247507
2020-01-12 15:00:00,15,6,1,1,False,False,True,36.4,0,0,0,0,98146.7160078456
2020-01-12 16:00:00,16,6,1,1,False,False,True,36.4,0,0,0,0,99393.79336312813
2020-01-12 17:00:00,17,6,1,1,False,False,True,36.4,0,0,0,0,100765.32668630264
2020-01-12 18:00:00,18,6,1,1,False,False,True,36.4,0,0,0,0,121095.04204036338
2020-01-12 19:00:00,19,6,1,1,False,False,True,25.2,0,0,0,0,105195.46125293287
2020-01-12 20:00:00,20,6,1,1,False,False,True,25.2,0,0,0,0,113622.58343664066
2020-01-12 21:00:00,21,6,1,1,False,False,True,25.2,0,0,0,0,103409.78050119375
2020-01-12 22:00:00,22,6,1,1,False,False,True,25.2,0,0,0,0,62095.53726241104
2020-01-12 23:00:00,23,6,1,1,False,False,True,25.2,0,0,0,0,63945.79301621144
2020-01-13 00:00:00,0,0,0,1,False,False,True,25.2,0,0,0,0,59502.47966933758
2020-01-13 01:00:00,1,0,0,1,False,False,True,25.2,0,0,0,0,57243.25120044852
2020-01-13 02:00:00,2,0,0,1,False,False,True,25.2,0,0,0,0,58279.69437410681
2020-01-13 03:00:00,3,0,0,1,False,False,True,25.2,0,0,0,0,57567.497663352915
2020-01-13 04:00:00,4,0,0,1,False,False,True,25.2,0,0,0,0,57326.58810763947
2020-01-13 05:00:00,5,0,0,1,False,False,True,25.2,0,0,0,0,60924.005242552565
